locacion,celda,grilla,cod_plano_celda,puntos,este,norte,altitud,area,Shape_Leng,Shape_Area,tph,porc_exceso,prof,tipo_punto
EA102A,EA102A_10,SUE-EA102A-17,A11,"L-X,6,PZEA102A-1",472135.112399999,9526031.46299999,18,8.67854279944685,11.5364453973742,8.67854279944685,212,NA,0.4,549 puntos
EA102A,EA102A_10,SUE-EA102A-35,A11,"L-X,6,PZEA102A-2",472129.3839,9526028.071,18,5.59638103870608,10.3374919387443,5.59638103870608,263,NA,0.4,549 puntos
EA102A,EA102A_09,SUE-EA102A-56,A2,"L-X,6,PZEA102A-3",472153.068199999,9526019.50999999,18,9,12,9,20,NA,0.4,549 puntos
EA102A,EA102A_09,SUE-EA102A-58,A2,"L-X,6,PZEA102A-4",472147.068199999,9526019.50999999,18,9,12,9,23,NA,0.4,549 puntos
EA102A,EA102A_09,SUE-EA102A-59,A2,"L-X,6,PZEA102A-5",472150.068199999,9526025.50999999,18,9,12,9,0,NA,0.4,549 puntos
EA102A,EA102A_09,SUE-EA102A-63,A2,"L-X,6,PZEA102A-6",472150.068199999,9526019.50999999,18,9,12,9,0,NA,0.4,549 puntos
EA102A,EA102A_10,SUE-EA102A-64,A11,"L-X,6,PZEA102A-7",472129.627099999,9526025.864,18,4.84034999879077,9.99588424538832,4.84034999879077,2,NA,0.4,549 puntos
EA102A,EA102A_10,SUE-EA102A-89,A11,"L-X,6,PZEA102A-8",472132.068199999,9526025.50999999,18,9,12,9,39,NA,0.4,549 puntos
EA102A,EA102A_09,SUE-EA102A-93,A2,"L-X,6,PZEA102A-9",472156.068199999,9526022.50999999,18,9,12,9,7547,NA,0.4,549 puntos
EA1211,EA1211_09,SUE-EA1211-2,B12,"L-X,6,PZEA1211-1",474466.068199999,9525305.50999999,100,9,12,9,33,NA,0.4,549 puntos
EA1211,EA1211_09,SUE-EA1211-5,B12,"L-X,6,PZEA1211-2",474468.918799999,9525323.60899999,100,7.99323699992048,11.2568110194138,7.99323699992048,242,NA,0.4,549 puntos
EA1211,EA1211_09,SUE-EA1211-13,B12,"L-X,6,PZEA1211-3",474468.099999999,9525306.20199999,100,2.53105261528527,8.99007010169229,2.53105261528527,26,NA,0.4,549 puntos
EA1211,EA1211_09,SUE-EA1211-15,B12,"L-X,6,PZEA1211-4",474469.014099999,9525308.56399999,100,8.61435443035109,11.4855587629352,8.61435443035109,1240,NA,0.4,549 puntos
EA1211,EA1211_09,SUE-EA1211-18,B12,"L-X,6,PZEA1211-5",474480.484699999,9525323.56399999,100,5.47740000067278,9.67780666227871,5.47740000067278,27,NA,0.4,549 puntos
EA1211,EA1211_09,SUE-EA1211-32,B12,"L-X,6,PZEA1211-6",474480.400299999,9525326.08599999,100,3.95065713656007,8.30052963899833,3.95065713656007,739,NA,0.4,549 puntos
EA1211,EA1211_09,SUE-EA1211-41,B12,"L-X,6,PZEA1211-7",474469.557399999,9525332.298,100,5.69172453044164,10.7969095740017,5.69172453044164,176,NA,0.4,549 puntos
EA1211,EA1211_09,SUE-EA1211-51,B12,"L-X,6,PZEA1211-8",474471.264499999,9525309.30499999,100,2.21026645088153,7.17861647355044,2.21026645088153,3748,NA,0.4,549 puntos
EA1211,EA1211_09,SUE-EA1211-52,B12,"L-X,6,PZEA1211-9",474472.068199999,9525317.50999999,100,9,12,9,16414,0.6414,0.4,549 puntos
EA1211,EA1211_09,SUE-EA1211-55,B12,"L-X,6,PZEA1211-10",474475.7564,9525323.141,100,4.10392091992724,9.04932705749374,4.10392091992724,836,NA,0.4,549 puntos
EA1211,EA1211_09,SUE-EA1211-62,B12,"L-X,6,PZEA1211-11",474469.7014,9525314.48,100,5.63342534947158,12.6808698065487,5.63342534947158,6952,NA,0.4,549 puntos
EA5867,EA5867_08,SUE-EA5867-3,B5,"L-X,6,PZEA5867-1",474066.4952,9525599.45299999,166,5.33195889069124,9.18285912512704,5.33195889069124,480,NA,0.4,549 puntos
EA5867,EA5867_08,SUE-EA5867-5,B5,"L-X,6,PZEA5867-2",474052.4976,9525610.90399999,166,4.241685159894,8.72745637275928,4.241685159894,67,NA,0.4,549 puntos
EA5867,EA5867_08,SUE-EA5867-6,B5,"L-X,6,PZEA5867-3",474057.624699999,9525610.925,166,4.33984432904873,9.25484861251496,4.33984432904873,81,NA,0.4,549 puntos
EA5867,EA5867_08,SUE-EA5867-12,B5,"L-X,6,PZEA5867-4",474052.380999999,9525606.426,166,2.86296776986167,7.2573812239398,2.86296776986167,7603,NA,0.4,549 puntos
EA5867,EA5867_08,SUE-EA5867-15,B5,"L-X,6,PZEA5867-5",474058.8825,9525603.15899999,166,2.62434532488261,7.88607046656418,2.62434532488261,91,NA,0.4,549 puntos
EA5867,EA5867_08,SUE-EA5867-25,B5,"L-X,6,PZEA5867-6",474064.297399999,9525599.694,166,7.21405824859356,11.776953323592,7.21405824859356,291,NA,0.4,549 puntos
EA1545,EA1545_39,SUE-EA1545-64,A8,"L-X,6,PZEA1545-1",471640.068199999,9524123.50999999,46,9,12,9,725,NA,0.4,549 puntos
EA1545,EA1545_17,SUE-EA1545-113,A2,"L-X,6,PZEA1545-2",471625.3986,9524123.536,46,6.79430383759964,12.7897483464272,6.79430383759964,1106,NA,0.4,549 puntos
EA1545,EA1545_29,SUE-EA1545-128,A27,"L-X,6,PZEA1545-3",471640.068199999,9524156.50999999,46,9,12,9,5833,NA,0.4,549 puntos
EA1545,EA1545_17,SUE-EA1545-138,A2,"L-X,6,PZEA1545-4",471625.081799999,9524120.49699999,46,8.91284761978498,11.7684322801594,8.91284761978498,178,NA,0.4,549 puntos
EA1545,EA1545_06,SUE-EA1545-180,A55,"L-X,6,PZEA1545-5",471682.274399999,9524210.35199999,46,7.49780802016162,11.0138677335618,7.49780802016162,2194,NA,0.4,549 puntos
EA1545,EA1545_29,SUE-EA1545-195,A27,"L-X,6,PZEA1545-6",471646.068199999,9524153.50999999,46,9,12,9,4111,NA,0.4,549 puntos
EA1545,EA1545_39,SUE-EA1545-196,A8,"L-X,6,PZEA1545-7",471634.068199999,9524123.50999999,46,9,12,9,936,NA,0.4,549 puntos
EA1545,EA1545_29,SUE-EA1545-205,A27,"L-X,6,PZEA1545-8",471640.068199999,9524153.50999999,46,9,12,9,1862,NA,0.4,549 puntos
EA1545,EA1545_29,SUE-EA1545-213,A27,"L-X,6,PZEA1545-9",471637.068199999,9524153.50999999,46,9,12,9,18,NA,0.4,549 puntos
EA1545,EA1545_39,SUE-EA1545-214,A8,"L-X,6,PZEA1545-10",471634.068199999,9524120.50999999,46,9,12,9,599,NA,0.4,549 puntos
EA1545,EA1545_06,SUE-EA1545-246,A55,"L-X,6,PZEA1545-11",471688.062199999,9524213.515,46,8.96250460006134,11.8247334927381,8.96250460006134,0,NA,0.4,549 puntos
EA1545,EA1545_39,SUE-EA1545-255,A8,"L-X,6,PZEA1545-12",471640.068199999,9524120.50999999,46,9,12,9,46,NA,0.4,549 puntos
EA1545,EA1545_06,SUE-EA1545-269,A55,"L-X,6,PZEA1545-13",471682.068199999,9524207.50999999,46,9,12,9,0,NA,0.4,549 puntos
EA1545,EA1545_17,SUE-EA1545-304,A2,"L-X,6,PZEA1545-14",471625.068199999,9524117.50999999,46,9,12,9,1128,NA,0.4,549 puntos
EA1545,EA1545_06,SUE-EA1545-308,A55,"L-X,6,PZEA1545-15",471685.0479,9524207.52899999,46,8.86935153003382,11.7204568354279,8.86935153003382,0,NA,0.4,549 puntos
EA1545,EA1545_39,SUE-EA1545-351,A8,"L-X,6,PZEA1545-16",471637.3226,9524117.891,46,6.1503513885595,11.3381753230478,6.1503513885595,56,NA,0.4,549 puntos
EA1545,EA1545_17,SUE-EA1545-361,A2,"L-X,6,PZEA1545-17",471622.2883,9524114.979,46,5.81235000025481,10.325901665274,5.81235000025481,87,NA,0.4,549 puntos
EA1545,EA1545_29,SUE-EA1545-389,A27,"L-X,6,PZEA1545-18",471643.068199999,9524159.50999999,46,9,12,9,1209,NA,0.4,549 puntos
EA211,EA211_01,SUE-EA211-8,A9,"L-X,6,PZEA211-1",471565.068199999,9524312.50999999,41,9,12,9,2344,NA,0.4,549 puntos
EA211,EA211_01,SUE-EA211-12,A9,"L-X,6,PZEA211-2",471568.068199999,9524314.642,41,3.7920000012964,8.52800000086426,3.7920000012964,57,NA,0.4,549 puntos
EA211,EA211_01,SUE-EA211-13,A9,"L-X,6,PZEA211-3",471571.068199999,9524312.50999999,41,9,12,9,144,NA,0.4,549 puntos
EA211,EA211_01,SUE-EA211-23,A9,"L-X,6,PZEA211-4",471565.068199999,9524314.642,41,3.7920000012964,8.52800000086426,3.7920000012964,1050,NA,0.4,549 puntos
EA181,EA181_03,SUE-EA181-1,A8,"L-X,6,PZEA181-1",472321.3984,9526268.10899999,42,5.14312853979835,9.0757999997586,5.14312853979835,36,NA,0.4,549 puntos
EA181,EA181_03,SUE-EA181-10,A8,"L-X,6,PZEA181-2",472321.3984,9526265.50999999,42,7.01894999854266,10.6793000006951,7.01894999854266,35,NA,0.4,549 puntos
EA181,EA181_03,SUE-EA181-14,A8,"L-X,6,PZEA181-3",472323.8984,9526268.10899999,42,6.12024292184125,12,6.12024292184125,40,NA,0.4,549 puntos
EA181,EA181_03,SUE-EA181-24,A8,"L-X,6,PZEA181-4",472321.3984,9526262.50999999,42,7.01879999879747,10.6791999991983,7.01879999879747,153,NA,0.4,549 puntos
EA1877,EA1877_03,SUE-EA1877-8,A3,"L-X,6,PZEA1877-1",472218.8937,9526378.648,105,3.98315090533075,11.9999001148043,3.98315090533075,64,NA,0.4,549 puntos
EA1877,EA1877_25,SUE-EA1877-9,A21,"L-X,6,PZEA1877-2",472252.068199999,9526394.50999999,105,9,12,9,42,NA,0.4,549 puntos
EA1877,EA1877_25,SUE-EA1877-24,A21,"L-X,6,PZEA1877-3",472258.068199999,9526397.50999999,105,9,12,9,33,NA,0.4,549 puntos
EA1877,EA1877_14,SUE-EA1877-46,A29,"L-X,6,PZEA1877-4",472207.068199999,9526408.648,105,3.82515000086277,8.55010000224184,3.82515000086277,1682,NA,0.4,549 puntos
EA1877,EA1877_14,SUE-EA1877-54,A29,"L-X,6,PZEA1877-5",472209.3936,9526406.50999999,105,4.95239999983459,9.30159999988973,4.95239999983459,194,NA,0.4,549 puntos
EA1877,EA1877_14,SUE-EA1877-88,A29,"L-X,6,PZEA1877-6",472207.068199999,9526406.50999999,105,9,12,9,193,NA,0.4,549 puntos
EA1877,EA1877_14,SUE-EA1877-93,A29,"L-X,6,PZEA1877-7",472209.3936,9526408.648,105,2.10477000054467,5.85160000063478,2.10477000054467,16,NA,0.4,549 puntos
EA1877,EA1877_03,SUE-EA1877-130,A3,"L-X,6,PZEA1877-8",472219.0298,9526373.47699999,105,8.7468649200308,12,8.7468649200308,54,NA,0.4,549 puntos
EA1877,EA1877_14,SUE-EA1877-148,A29,"L-X,6,PZEA1877-9",472207.068199999,9526400.50999999,105,9,12,9,307,NA,0.4,549 puntos
EA1877,EA1877_03,SUE-EA1877-176,A3,"L-X,6,PZEA1877-10",472216.3936,9526378.648,105,2.99569984014732,7.24880000868934,2.99569984014732,70,NA,0.4,549 puntos
EA1877,EA1877_25,SUE-EA1877-191,A21,"L-X,6,PZEA1877-11",472255.068199999,9526397.50999999,105,9,12,9,0,NA,0.4,549 puntos
EA1877,EA1877_25,SUE-EA1877-240,A21,"L-X,6,PZEA1877-12",472258.068199999,9526395.148,105,5.17469999939203,9.44979999959468,5.17469999939203,328,NA,0.4,549 puntos
EA1877,EA1877_03,SUE-EA1877-244,A3,"L-X,6,PZEA1877-13",472216.3936,9526376.50999999,105,7.0476000001654,10.6984000001102,7.0476000001654,0,NA,0.4,549 puntos
EA6576,EA6576_18,SUE-EA6576-20,A46,"L-X,6,PZEA6576-1",472170.9326,9525913.87399999,52,5.05710000079125,9.50760178571996,5.05710000079125,206,NA,0.2,549 puntos
EA6576,EA6576_20,SUE-EA6576-61,A44,"L-X,6,PZEA6576-2",472183.068199999,9525908.50999999,52,9,12,9,1852,NA,0.4,549 puntos
EA6576,EA6576_20,SUE-EA6576-70,A44,"L-X,6,PZEA6576-3",472186.068199999,9525902.50999999,52,9,12,9,941,NA,0.4,549 puntos
EA6576,EA6576_11,SUE-EA6576-72,A41,"L-X,6,PZEA6576-4",472213.068199999,9525902.50999999,52,9,12,9,1207,NA,0.4,549 puntos
EA6576,EA6576_18,SUE-EA6576-121,A46,"L-X,6,PZEA6576-5",472165.068199999,9525908.50999999,52,9,12,9,0,NA,0.4,549 puntos
EA6576,EA6576_11,SUE-EA6576-127,A41,"L-X,6,PZEA6576-6",472219.1325,9525896.846,52,6.94364999793469,10.6876713136952,6.94364999793469,0,NA,0.2,549 puntos
EA6576,EA6576_20,SUE-EA6576-154,A44,"L-X,6,PZEA6576-7",472186.006999999,9525911.23299999,52,7.30005000159144,10.9252713161331,7.30005000159144,108,NA,0.4,549 puntos
EA6576,EA6576_11,SUE-EA6576-163,A41,"L-X,6,PZEA6576-8",472221.2236,9525899.24499999,52,3.11702049153808,7.3818893144907,3.11702049153808,2026,NA,0.4,549 puntos
EA6576,EA6576_11,SUE-EA6576-164,A41,"L-X,6,PZEA6576-9",472216.068199999,9525905.50999999,52,9,12,9,89,NA,0.4,549 puntos
EA6576,EA6576_20,SUE-EA6576-173,A44,"L-X,6,PZEA6576-10",472189.068199999,9525908.50999999,52,9,12,9,21,NA,0.4,549 puntos
EA6576,EA6576_18,SUE-EA6576-175,A46,"L-X,6,PZEA6576-11",472171.068199999,9525908.50999999,52,9,12,9,42,NA,0.2,549 puntos
EA6576,EA6576_18,SUE-EA6576-209,A46,"L-X,6,PZEA6576-12",472171.068199999,9525905.50999999,52,9,12,9,41,NA,0.2,549 puntos
EA6576,EA6576_11,SUE-EA6576-237,A41,"L-X,6,PZEA6576-13",472216.0125,9525902.54099999,52,8.65013908092381,12.3360837438481,8.65013908092381,2677,NA,0.4,549 puntos
EA6576,EA6576_18,SUE-EA6576-326,A46,"L-X,6,PZEA6576-14",472168.068199999,9525908.50999999,52,9,12,9,744,NA,0.2,549 puntos
EA6576,EA6576_20,SUE-EA6576-342,A44,"L-X,6,PZEA6576-15",472189.068199999,9525905.50999999,52,9,12,9,6642,NA,0.4,549 puntos
EA1733,EA1733_04,SUE-EA1733-11,A21,"L-X,6,PZEA1733-1",471508.068199999,9524384.50999999,34,9,12,9,740,NA,0.4,549 puntos
EA1733,EA1733_26,SUE-EA1733-24,A29,"L-X,6,PZEA1733-2",471535.068199999,9524393.50999999,34,9,12,9,14365,0.4365,0.4,549 puntos
EA1733,EA1733_04,SUE-EA1733-61,A21,"L-X,6,PZEA1733-3",471505.068199999,9524387.50999999,34,9,12,9,19,NA,0.4,549 puntos
EA1733,EA1733_26,SUE-EA1733-72,A29,"L-X,6,PZEA1733-4",471540.2528,9524387.63499999,34,4.02465000143274,8.75663622003993,4.02465000143274,2544,NA,0.4,549 puntos
EA1733,EA1733_06,SUE-EA1733-76,A18,"L-X,6,PZEA1733-5",471535.068199999,9524381.50999999,34,9,12,9,16821,0.6821,0.4,549 puntos
EA1733,EA1733_04,SUE-EA1733-94,A21,"L-X,6,PZEA1733-6",471511.068199999,9524384.50999999,34,9,12,9,596,NA,0.4,549 puntos
EA1733,EA1733_06,SUE-EA1733-100,A18,"L-X,6,PZEA1733-7",471532.068199999,9524384.50999999,34,9,12,9,34823,2.4823,0.4,549 puntos
EA1733,EA1733_06,SUE-EA1733-116,A18,"L-X,6,PZEA1733-8",471538.068199999,9524384.50999999,34,9,12,9,717,NA,0.4,549 puntos
EA1733,EA1733_06,SUE-EA1733-126,A18,"L-X,6,PZEA1733-9",471538.068199999,9524381.50999999,34,9,12,9,2710,NA,0.4,549 puntos
EA1733,EA1733_26,SUE-EA1733-148,A29,"L-X,6,PZEA1733-10",471538.068199999,9524390.50999999,34,9,12,9,15382,0.5382,0.4,549 puntos
EA1733,EA1733_04,SUE-EA1733-162,A21,"L-X,6,PZEA1733-11",471508.068199999,9524381.50999999,34,9,12,9,48,NA,0.4,549 puntos
EA1733,EA1733_26,SUE-EA1733-189,A29,"L-X,6,PZEA1733-12",471532.068199999,9524387.50999999,34,9,12,9,7096,NA,0.4,549 puntos
EA1733,EA1733_04,SUE-EA1733-191,A21,"L-X,6,PZEA1733-13",471505.068199999,9524381.50999999,34,9,12,9,475,NA,0.4,549 puntos
EA1733,EA1733_26,SUE-EA1733-215,A29,"L-X,6,PZEA1733-14",471540.9096,9524393.56799999,34,8.00897170591262,11.338540594903,8.00897170591262,186,NA,0.4,549 puntos
EA1733,EA1733_06,SUE-EA1733-216,A18,"L-X,6,PZEA1733-15",471535.068199999,9524378.50999999,34,9,12,9,1115,NA,0.4,549 puntos
EA210,EA210_05,SUE-EA210-7,A12,"L-X,6,PZEA210-1",471400.068199999,9524258.50999999,31,9,12,9,23,NA,0.4,549 puntos
EA210,EA210_05,SUE-EA210-30,A12,"L-X,6,PZEA210-2",471397.068199999,9524258.50999999,31,9,12,9,18,NA,0.4,549 puntos
EA210,EA210_05,SUE-EA210-36,A12,"L-X,6,PZEA210-3",471397.2063,9524261.378,31,7.9077000003308,12,7.9077000003308,34,NA,0.4,549 puntos
EA210,EA210_05,SUE-EA210-37,A12,"L-X,6,PZEA210-4",471400.068199999,9524255.50999999,31,9,12,9,32,NA,0.4,549 puntos
EA184,EA184_16,SUE-EA184-2,A31,"L-X,6,PZEA184-1",471610.068199999,9524468.50999999,47,9,12,9,633,NA,0.4,549 puntos
EA184,EA184_16,SUE-EA184-43,A31,"L-X,6,PZEA184-2",471613.068199999,9524471.50999999,47,9,12,9,146,NA,0.4,549 puntos
EA184,EA184_16,SUE-EA184-73,A31,"L-X,6,PZEA184-3",471619.068199999,9524471.50999999,47,9,12,9,452,NA,0.4,549 puntos
EA184,EA184_14,SUE-EA184-79,A18,"L-X,6,PZEA184-4",471628.068199999,9524480.50999999,47,9,12,9,0,NA,0.4,549 puntos
EA184,EA184_10,SUE-EA184-111,A35,"L-X,6,PZEA184-5",471603.5544,9524489.50999999,47,5.91720000095665,9.94480000063777,5.91720000095665,0,NA,0.4,549 puntos
EA184,EA184_10,SUE-EA184-113,A35,"L-X,6,PZEA184-6",471607.068199999,9524493.15499999,47,5.13269999809563,9.42179999873042,5.13269999809563,0,NA,0.4,549 puntos
EA184,EA184_10,SUE-EA184-116,A35,"L-X,6,PZEA184-7",471601.068199999,9524489.50999999,47,9,12,9,41,NA,0.4,549 puntos
EA184,EA184_14,SUE-EA184-120,A18,"L-X,6,PZEA184-8",471625.068199999,9524480.50999999,47,9,12,9,93,NA,0.4,549 puntos
EA184,EA184_16,SUE-EA184-139,A31,"L-X,6,PZEA184-9",471610.068199999,9524474.50999999,47,9,12,9,0,NA,0.4,549 puntos
EA184,EA184_14,SUE-EA184-172,A18,"L-X,6,PZEA184-10",471622.068199999,9524483.50999999,47,9,12,9,119,NA,0.4,549 puntos
EA184,EA184_16,SUE-EA184-218,A31,"L-X,6,PZEA184-11",471616.068199999,9524468.50999999,47,9,12,9,612,NA,0.4,549 puntos
EA184,EA184_14,SUE-EA184-227,A18,"L-X,6,PZEA184-12",471628.068199999,9524483.50999999,47,9,12,9,623,NA,0.4,549 puntos
EA184,EA184_14,SUE-EA184-241,A18,"L-X,6,PZEA184-13",471625.068199999,9524477.50999999,47,9,12,9,19983,0.9983,0.4,549 puntos
EA184,EA184_10,SUE-EA184-261,A35,"L-X,6,PZEA184-14",471603.897999999,9524492.65799999,47,7.67532083975876,12,7.67532083975876,28,NA,0.4,549 puntos
EA6647,EA6647_10,SUE-EA6647-5,A5-II,"L-X,6,PZEA6647-1",472654.068199999,9524224.456,190,2.67479999922215,7.78319999948144,2.67479999922215,634,NA,0.4,549 puntos
EA6647,EA6647_25,SUE-EA6647-11,A9,"L-X,6,PZEA6647-2",472645.068199999,9524231.50999999,190,9,12,9,228,NA,0.4,549 puntos
EA6647,EA6647_10,SUE-EA6647-13,A5-II,"L-X,6,PZEA6647-3",472650.941099999,9524225.467,190,8.20450068028546,12,8.20450068028546,20,NA,0.4,549 puntos
EA6647,EA6647_25,SUE-EA6647-16,A9,"L-X,6,PZEA6647-4",472642.068199999,9524237.50999999,190,9,12,9,20,NA,0.4,549 puntos
EA6647,EA6647_08,SUE-EA6647-39,A20,"L-X,6,PZEA6647-5",472657.068199999,9524255.50999999,190,9,12,9,53,NA,0.4,549 puntos
EA6647,EA6647_10,SUE-EA6647-81,A5-II,"L-X,6,PZEA6647-6",472648.068199999,9524225.50999999,190,9,12,9,245,NA,0.4,549 puntos
EA6647,EA6647_08,SUE-EA6647-91,A20,"L-X,6,PZEA6647-7",472651.068199999,9524255.50999999,190,9,12,9,420,NA,0.4,549 puntos
EA6647,EA6647_25,SUE-EA6647-103,A9,"L-X,6,PZEA6647-8",472645.068199999,9524234.50999999,190,9,12,9,20,NA,0.4,549 puntos
EA6647,EA6647_10,SUE-EA6647-178,A5-II,"L-X,6,PZEA6647-9",472648.068199999,9524228.50999999,190,9,12,9,391,NA,0.4,549 puntos
EA6647,EA6647_08,SUE-EA6647-191,A20,"L-X,6,PZEA6647-10",472654.068199999,9524255.50999999,190,9,12,9,110,NA,0.4,549 puntos
EA6647,EA6647_10,SUE-EA6647-219,A5-II,"L-X,6,PZEA6647-11",472656.379499999,9524222.50999999,190,4.867800001055,9.24520000070333,4.867800001055,104,NA,0.4,549 puntos
EA6647,EA6647_08,SUE-EA6647-234,A20,"L-X,6,PZEA6647-12",472657.068199999,9524252.50999999,190,9,12,9,36,NA,0.4,549 puntos
EA6647,EA6647_08,SUE-EA6647-238,A20,"L-X,6,PZEA6647-13",472648.068199999,9524252.50999999,190,9,12,9,2940,NA,0.4,549 puntos
EA6647,EA6647_25,SUE-EA6647-241,A9,"L-X,6,PZEA6647-14",472645.068199999,9524237.50999999,190,9,12,9,36,NA,0.4,549 puntos
